timestamp,mq4,mq5,mq135,mq2,mq7,mq3,label
2026-05-01T15:08:03.845522,1981,2689,986,377,440,1197,Smoke
2026-05-01T15:08:05.958653,1971,2734,1067,375,366,1203,Smoke
2026-05-01T15:08:08.005930,1984,2666,976,308,402,1232,Smoke
2026-05-01T15:08:09.859381,1909,2669,1061,361,371,1145,Smoke
2026-05-01T15:08:11.880792,1938,2619,968,311,425,1231,Smoke
2026-05-01T15:08:13.843050,1911,2693,1056,340,371,1157,Smoke
2026-05-01T15:08:16.024954,1958,2632,972,320,438,1212,Smoke
2026-05-01T15:08:17.943118,1898,2717,1050,314,363,1151,Smoke
2026-05-01T15:08:19.856256,1930,2639,978,351,434,1166,Smoke
2026-05-01T15:08:21.994386,1907,2641,985,314,366,1131,Smoke
2026-05-01T15:08:23.834089,1905,2649,976,367,440,1142,Smoke
2026-05-01T15:08:25.868722,1916,2677,1015,307,363,1158,Smoke
2026-05-01T15:08:27.836242,1912,2643,975,380,427,1122,Smoke
2026-05-01T15:08:30.022026,1980,2726,977,312,368,1178,Smoke
2026-05-01T15:08:31.865696,1909,2642,1006,379,401,1121,Smoke
2026-05-01T15:08:33.838423,1913,2642,974,304,363,1202,Smoke
2026-05-01T15:08:35.833694,1904,2640,1038,376,379,1128,Smoke
2026-05-01T15:08:37.908276,1990,2685,972,305,398,1198,Smoke
2026-05-01T15:08:39.837592,1917,2660,1057,371,369,1122,Smoke
2026-05-01T15:08:41.842713,1992,2667,1005,373,439,1200,Smoke
2026-05-01T15:08:43.989262,1995,2726,1037,355,378,1192,Smoke
2026-05-01T15:08:45.996735,1916,2645,1000,380,439,1188,Smoke
2026-05-01T15:08:47.988910,1928,2712,1056,327,369,1119,Smoke
2026-05-01T15:08:49.834953,1969,2655,972,335,441,1171,Smoke
2026-05-01T15:08:51.933797,1924,2743,1056,308,373,1124,Smoke
2026-05-01T15:08:53.828874,1954,2647,968,355,437,1153,Smoke
2026-05-01T15:08:55.885233,1954,2742,1023,307,375,1133,Smoke
2026-05-01T15:08:57.874769,1927,2654,968,372,436,1119,Smoke
2026-05-01T15:08:59.967066,1980,2742,989,313,370,1165,Smoke
2026-05-01T15:09:02.003609,1929,2654,977,379,416,1117,Smoke
2026-05-01T15:09:03.922795,1934,2712,963,313,371,1178,Smoke
2026-05-01T15:09:05.841813,1931,2653,1012,377,399,1120,Smoke
2026-05-01T15:09:07.927032,2012,2726,976,309,383,1202,Smoke
2026-05-01T15:09:09.899691,1938,2662,1041,379,375,1128,Smoke
2026-05-01T15:09:11.845148,1938,2671,999,376,442,1203,Smoke
2026-05-01T15:09:13.833327,1939,2690,1061,368,371,1116,Smoke
2026-05-01T15:09:15.870044,2016,2672,981,311,426,1193,Smoke
2026-05-01T15:09:17.836449,1940,2706,1057,330,367,1118,Smoke
2026-05-01T15:09:19.833272,1999,2656,1040,380,435,1186,Smoke
2026-05-01T15:09:21.943611,2016,2743,1054,323,402,1198,Smoke
2026-05-01T15:09:23.900968,1970,2651,964,335,434,1164,Smoke
2026-05-01T15:09:25.981593,1952,2749,1035,314,375,1121,Smoke
2026-05-01T15:09:27.925078,1931,2655,974,363,446,1136,Smoke
2026-05-01T15:09:29.856128,1977,2748,1009,312,366,1144,Smoke
2026-05-01T15:09:31.839249,1941,2664,976,381,430,1120,Smoke
2026-05-01T15:09:33.917972,1991,2738,982,309,373,1165,Smoke
2026-05-01T15:09:35.835269,1936,2655,997,377,412,1121,Smoke
2026-05-01T15:09:37.840913,1968,2728,971,297,369,1138,Smoke
2026-05-01T15:09:39.960706,1932,2659,1027,379,391,1122,Smoke
2026-05-01T15:09:41.862164,2017,2703,970,299,385,1187,Smoke
2026-05-01T15:09:43.880952,1934,2650,1055,377,367,1122,Smoke
2026-05-01T15:09:45.941330,2012,2675,975,309,409,1199,Smoke
2026-05-01T15:09:47.945081,1941,2678,1051,355,368,1122,Smoke
2026-05-01T15:09:49.840432,2013,2655,971,310,432,1193,Smoke
2026-05-01T15:09:51.941907,1938,2713,1063,338,368,1125,Smoke
2026-05-01T15:09:53.829915,1984,2660,984,331,434,1173,Smoke
2026-05-01T15:09:55.848874,1947,2760,1065,304,373,1125,Smoke
2026-05-01T15:09:57.829349,1966,2660,972,347,439,1146,Smoke
2026-05-01T15:10:00.029272,1978,2767,1033,312,365,1131,Smoke
2026-05-01T15:10:01.846302,1952,2669,970,378,443,1126,Smoke
2026-05-01T15:10:03.922155,1992,2747,1010,315,371,1154,Smoke
2026-05-01T15:10:05.872570,1945,2666,989,380,420,1119,Smoke
2026-05-01T15:10:07.849232,2019,2754,981,311,369,1144,Smoke
2026-05-01T15:10:09.859827,1946,2665,1021,374,405,1116,Smoke
2026-05-01T15:10:11.910709,1969,2743,986,312,377,1200,Smoke
2026-05-01T15:10:13.849115,1953,2671,1045,378,382,1120,Smoke
2026-05-01T15:10:15.944942,2026,2711,975,306,395,1193,Smoke
2026-05-01T15:10:17.834239,1940,2676,1056,373,373,1120,Smoke
2026-05-01T15:10:19.855878,2002,2676,978,312,416,1199,Smoke
2026-05-01T15:10:21.833786,1944,2689,1055,349,371,1114,Smoke
2026-05-01T15:10:23.834715,1942,2667,1040,377,440,1198,Smoke
2026-05-01T15:10:25.855022,1945,2730,1064,318,374,1116,Smoke
2026-05-01T15:10:27.830399,1949,2670,978,343,440,1171,Smoke
2026-05-01T15:10:30.029986,1950,2759,1049,301,371,1122,Smoke
2026-05-01T15:10:31.868080,1956,2666,982,358,438,1166,Smoke
2026-05-01T15:10:33.838160,1975,2757,1031,311,377,1164,Smoke
2026-05-01T15:10:35.971398,1944,2661,985,384,439,1150,Smoke
2026-05-01T15:10:37.870300,2001,2752,1004,311,378,1181,Smoke
2026-05-01T15:10:39.828361,1946,2676,1005,380,418,1136,Smoke
2026-05-01T15:10:41.833156,2019,2747,975,313,372,1213,Smoke
2026-05-01T15:10:43.828168,1937,2660,1022,385,401,1141,Smoke
2026-05-01T15:10:45.849437,2024,2727,975,314,389,1221,Smoke
2026-05-01T15:10:47.834018,1946,2658,1047,381,374,1145,Smoke
2026-05-01T15:10:49.908282,2031,2702,1010,379,441,1222,Smoke
2026-05-01T15:10:51.841725,1952,2696,1067,364,368,1141,Smoke
2026-05-01T15:10:53.830213,2028,2672,977,314,435,1220,Smoke
2026-05-01T15:10:55.936967,1946,2718,1058,339,368,1144,Smoke
2026-05-01T15:10:57.885912,2001,2655,975,320,441,1208,Smoke
2026-05-01T15:10:59.826021,1946,2738,1055,315,370,1148,Smoke
2026-05-01T15:11:01.915044,1977,2660,980,340,441,1185,Smoke
2026-05-01T15:11:03.859568,1970,2754,1047,316,367,1158,Smoke
2026-05-01T15:11:05.836403,1956,2671,1061,386,438,1174,Smoke
2026-05-01T15:11:08.019954,2007,2769,1031,316,371,1166,Smoke
2026-05-01T15:11:09.826594,1951,2681,1003,384,438,1131,Smoke
2026-05-01T15:11:11.913209,2022,2767,1009,312,365,1185,Smoke
2026-05-01T15:11:13.827079,2014,2768,1075,383,409,1126,Smoke
2026-05-01T15:11:16.008393,2032,2752,988,313,375,1204,Smoke
2026-05-01T15:11:17.872188,1956,2678,1042,384,383,1128,Smoke
2026-05-01T15:11:19.950541,2036,2716,987,312,398,1202,Smoke
2026-05-01T15:11:21.948171,1966,2693,1070,381,369,1125,Smoke
2026-05-01T15:11:23.855163,2038,2699,993,317,425,1203,Smoke
2026-05-01T15:11:25.832499,1964,2715,1071,347,366,1122,Smoke
2026-05-01T15:11:27.876415,2005,2673,991,313,442,1204,Smoke
2026-05-01T15:11:29.932860,1964,2739,1071,327,378,1127,Smoke
2026-05-01T15:11:31.830525,2006,2677,1000,331,441,1177,Smoke
2026-05-01T15:11:33.883069,1970,2780,1077,315,378,1126,Smoke
2026-05-01T15:11:35.826011,1998,2696,1003,359,446,1150,Smoke
2026-05-01T15:11:37.827850,1999,2780,1062,315,373,1140,Smoke
2026-05-01T15:11:39.996699,1985,2710,1005,378,446,1132,Smoke
2026-05-01T15:11:41.853327,2033,2802,1031,317,376,1165,Smoke
2026-05-01T15:11:43.823169,1984,2706,1020,387,433,1126,Smoke
2026-05-01T15:11:45.825484,2066,2800,1003,318,374,1189,Smoke
2026-05-01T15:11:47.860949,1979,2713,1056,389,406,1127,Smoke
2026-05-01T15:11:49.835866,2061,2765,999,315,387,1200,Smoke
2026-05-01T15:11:51.847123,2062,2788,1078,387,367,1117,Smoke
2026-05-01T15:11:53.894762,2050,2727,985,318,381,1196,Smoke
2026-05-01T15:11:55.944739,1976,2707,1073,367,377,1116,Smoke
2026-05-01T15:11:57.830167,2055,2697,995,319,431,1193,Smoke
2026-05-01T15:11:59.820785,1967,2739,1073,348,380,1124,Smoke
2026-05-01T15:12:01.839546,2043,2693,994,320,443,1195,Smoke
2026-05-01T15:12:03.975774,1971,2767,1073,327,375,1127,Smoke
2026-05-01T15:12:05.823773,1995,2690,994,338,439,1170,Smoke
2026-05-01T15:12:07.840441,1971,2774,1076,315,377,1129,Smoke
2026-05-01T15:12:09.827127,1993,2701,1001,361,443,1155,Smoke
2026-05-01T15:12:12.121776,2014,2785,1052,314,371,1155,Smoke
2026-05-01T15:12:13.850156,1972,2703,1006,389,443,1128,Smoke
2026-05-01T15:12:15.825544,2040,2790,1019,322,380,1174,Smoke
2026-05-01T15:12:17.908248,1979,2708,1028,386,419,1128,Smoke
2026-05-01T15:12:19.849418,2064,2782,994,323,375,1198,Smoke
2026-05-01T15:12:21.831421,1983,2710,1050,387,399,1128,Smoke
2026-05-01T15:12:23.830618,2060,2765,1006,388,446,1198,Smoke
2026-05-01T15:12:25.823923,2048,2795,1079,385,378,1173,Smoke
2026-05-01T15:12:27.829984,2061,2735,1027,387,443,1199,Smoke
2026-05-01T15:12:29.937841,2074,2802,1073,365,371,1204,Smoke
2026-05-01T15:12:31.889015,2062,2703,989,317,440,1200,Smoke
2026-05-01T15:12:33.931588,1982,2752,1064,341,377,1119,Smoke
2026-05-01T15:12:35.876277,2043,2707,984,333,442,1178,Smoke
2026-05-01T15:12:37.926328,1975,2792,1070,326,378,1119,Smoke
2026-05-01T15:12:39.971744,1983,2708,988,341,437,1156,Smoke
2026-05-01T15:12:41.969928,1997,2801,1063,318,376,1132,Smoke
2026-05-01T15:12:43.867130,1985,2710,989,372,446,1141,Smoke
2026-05-01T15:12:45.840551,2017,2796,1024,316,372,1162,Smoke
2026-05-01T15:12:47.815767,1984,2691,994,382,434,1120,Smoke
2026-05-01T15:12:49.866011,2056,2793,990,316,378,1177,Smoke
2026-05-01T15:12:51.845291,1983,2707,1030,386,401,1124,Smoke
2026-05-01T15:12:53.899691,2064,2781,987,382,441,1200,Smoke
2026-05-01T15:12:55.946349,2020,2797,1071,387,387,1130,Smoke
2026-05-01T15:12:57.848061,2080,2755,1000,323,405,1205,Smoke
2026-05-01T15:12:59.853676,1987,2717,1076,378,373,1132,Smoke
2026-05-01T15:13:01.819829,2070,2726,994,319,422,1202,Smoke
2026-05-01T15:13:03.820986,1985,2742,1073,355,374,1119,Smoke
2026-05-01T15:13:05.829981,2061,2702,982,318,444,1198,Smoke
2026-05-01T15:13:07.819227,2064,2787,1071,337,403,1198,Smoke
2026-05-01T15:13:09.885257,2041,2720,1074,390,445,1180,Smoke
2026-05-01T15:13:11.921675,2000,2803,1074,317,375,1128,Smoke
2026-05-01T15:13:13.824109,2006,2716,991,361,445,1154,Smoke
2026-05-01T15:13:15.912032,2022,2800,1044,319,375,1149,Smoke
2026-05-01T15:13:17.864990,1999,2723,986,382,443,1128,Smoke
2026-05-01T15:13:19.907625,2057,2804,1009,313,380,1172,Smoke
2026-05-01T15:13:21.858789,1997,2703,1012,386,426,1124,Smoke
2026-05-01T15:13:23.830655,2081,2805,995,324,374,1195,Smoke
2026-05-01T15:13:25.848464,2006,2715,1042,386,407,1122,Smoke
2026-05-01T15:13:27.860978,2089,2775,985,318,389,1202,Smoke
2026-05-01T15:13:29.944043,2000,2714,1064,387,384,1127,Smoke
2026-05-01T15:13:31.928434,2082,2744,990,317,411,1200,Smoke
2026-05-01T15:13:33.935668,2011,2746,1079,377,373,1131,Smoke
2026-05-01T15:13:35.847096,2089,2729,997,316,436,1206,Smoke
2026-05-01T15:13:37.815813,2000,2773,1081,354,385,1131,Smoke
2026-05-01T15:13:39.906397,2066,2720,1004,326,443,1196,Smoke
2026-05-01T15:13:41.849294,2009,2801,1085,317,381,1127,Smoke
2026-05-01T15:13:43.820703,2030,2720,990,352,445,1170,Smoke
2026-05-01T15:13:45.963303,2089,2811,1068,319,382,1134,Smoke
2026-05-01T15:13:47.886723,2005,2728,1002,373,445,1144,Smoke
2026-05-01T15:13:49.828270,2043,2820,1040,324,378,1166,Smoke
2026-05-01T15:13:51.818071,1995,2716,1003,390,436,1125,Smoke
2026-05-01T15:13:53.856185,2065,2803,1014,312,379,1180,Smoke
2026-05-01T15:13:55.830184,1995,2719,1032,391,420,1126,Smoke
2026-05-01T15:13:57.818467,2088,2803,1006,319,379,1202,Smoke
2026-05-01T15:13:59.820408,2045,2815,1089,388,403,1159,Smoke
2026-05-01T15:14:01.891377,2088,2781,1019,391,450,1208,Smoke
2026-05-01T15:14:03.816855,2007,2730,1092,394,374,1126,Smoke
2026-05-01T15:14:05.815847,2093,2753,1015,324,422,1204,Smoke
2026-05-01T15:14:07.838153,2005,2752,1079,372,378,1129,Smoke
2026-05-01T15:14:09.820773,2079,2723,995,319,448,1198,Smoke
2026-05-01T15:14:11.810284,2008,2806,1074,344,378,1129,Smoke
2026-05-01T15:14:13.828311,2063,2732,1082,390,451,1184,Smoke
2026-05-01T15:14:15.825027,2097,2827,1086,326,426,1207,Smoke
2026-05-01T15:14:17.902648,2043,2771,1092,396,450,1165,Smoke
2026-05-01T15:14:19.911649,2039,2821,1064,320,376,1144,Smoke
2026-05-01T15:14:21.812570,2018,2733,992,385,449,1139,Smoke
2026-05-01T15:14:23.958494,2066,2815,1033,320,380,1161,Smoke
2026-05-01T15:14:25.851253,2016,2733,1016,392,432,1134,Smoke
2026-05-01T15:14:27.936454,2089,2820,1011,323,384,1198,Smoke
2026-05-01T15:14:29.844283,2007,2735,1044,392,416,1128,Smoke
2026-05-01T15:14:31.889476,2114,2819,1011,321,381,1217,Smoke
2026-05-01T15:14:33.818097,2023,2749,1071,393,397,1136,Smoke
2026-05-01T15:14:35.820970,2106,2781,1003,325,410,1211,Smoke
2026-05-01T15:14:37.933638,2021,2749,1087,385,379,1129,Smoke
2026-05-01T15:14:39.827071,2109,2749,998,322,434,1206,Smoke
2026-05-01T15:14:41.823190,2027,2779,1089,361,382,1128,Smoke
2026-05-01T15:14:43.889354,2097,2743,1010,335,452,1200,Smoke
2026-05-01T15:14:45.951039,2024,2820,1092,332,381,1139,Smoke
2026-05-01T15:14:47.819155,2070,2744,1008,349,450,1212,Smoke
2026-05-01T15:14:49.869339,2021,2745,1049,326,371,1164,Smoke
2026-05-01T15:14:51.812876,2045,2746,1011,369,454,1189,Smoke
2026-05-01T15:14:53.933139,2063,2832,1064,324,380,1176,Smoke
2026-05-01T15:14:55.905213,2022,2743,1003,389,443,1159,Smoke
2026-05-01T15:14:57.905197,2088,2838,1043,331,381,1213,Smoke
2026-05-01T15:14:59.818354,2030,2749,1013,394,430,1164,Smoke
2026-05-01T15:15:01.947481,2116,2840,1015,326,380,1236,Smoke
2026-05-01T15:15:03.817772,2033,2758,1062,396,412,1175,Smoke
2026-05-01T15:15:05.817885,2118,2807,1011,330,395,1243,Smoke
2026-05-01T15:15:07.811906,2030,2751,1089,393,381,1170,Smoke
2026-05-01T15:15:09.850169,2110,2772,1013,323,423,1248,Smoke
2026-05-01T15:15:11.931367,2022,2784,1086,379,381,1170,Smoke
2026-05-01T15:15:13.875803,2117,2752,1005,327,445,1243,Smoke
2026-05-01T15:15:15.819498,2026,2799,1088,358,379,1163,Smoke
2026-05-01T15:15:17.832935,2085,2743,1010,331,453,1224,Smoke
2026-05-01T15:15:19.962194,2039,2841,1100,321,385,1162,Smoke
2026-05-01T15:15:21.813975,2070,2760,1022,355,444,1200,Smoke
2026-05-01T15:15:23.909767,2060,2858,1079,316,387,1171,Smoke
2026-05-01T15:15:25.958868,2043,2764,1012,381,446,1171,Smoke
2026-05-01T15:15:27.902957,2083,2852,1050,328,369,1183,Smoke
2026-05-01T15:15:29.814739,2036,2757,1007,389,450,1161,Smoke
2026-05-01T15:15:31.814195,2110,2855,1022,327,378,1215,Smoke
2026-05-01T15:15:33.814975,2038,2763,1045,392,423,1160,Smoke
2026-05-01T15:15:35.899215,2110,2837,1009,327,391,1241,Smoke
2026-05-01T15:15:37.848797,2090,2844,1087,388,400,1190,Smoke
2026-05-01T15:15:39.814288,2126,2807,1031,395,449,1240,Smoke
2026-05-01T15:15:41.821905,2111,2852,1084,392,384,1222,Smoke
2026-05-01T15:15:43.879437,2125,2776,1028,392,452,1237,Smoke
2026-05-01T15:15:45.925645,2121,2847,1086,364,386,1209,Smoke
2026-05-01T15:15:47.868588,2114,2757,1007,326,451,1242,Smoke
2026-05-01T15:15:49.811137,2036,2753,1044,344,383,1159,Smoke
2026-05-01T15:15:51.964021,2095,2767,1011,344,449,1219,Smoke
2026-05-01T15:15:53.855122,2045,2859,1092,329,377,1168,Smoke
2026-05-01T15:15:55.831407,2071,2768,1016,368,450,1206,Smoke
2026-05-01T15:15:57.952350,2081,2870,1065,328,382,1187,Smoke
2026-05-01T15:15:59.973806,2053,2771,1013,388,451,1178,Smoke
2026-05-01T15:16:01.946082,2100,2859,1039,325,382,1211,Smoke
2026-05-01T15:16:03.947288,2049,2766,1020,398,438,1154,Smoke
2026-05-01T15:16:05.866737,2126,2861,1008,328,383,1239,Smoke
2026-05-01T15:16:07.865443,2059,2771,1066,400,404,1166,Smoke
2026-05-01T15:16:09.820201,2135,2834,1009,326,386,1243,Smoke
2026-05-01T15:16:11.810934,2057,2768,1088,398,385,1165,Smoke
2026-05-01T15:16:13.982865,2133,2807,1012,332,415,1246,Smoke
2026-05-01T15:16:15.812806,2062,2794,1095,386,381,1182,Smoke
2026-05-01T15:16:17.810127,2135,2786,1014,330,439,1253,Smoke
2026-05-01T15:16:19.813907,2061,2826,1094,358,380,1169,Smoke
2026-05-01T15:16:21.822745,2125,2769,1019,338,454,1238,Smoke
2026-05-01T15:16:23.968144,2058,2847,1087,341,381,1172,Smoke
2026-05-01T15:16:25.845950,2094,2772,1008,356,450,1217,Smoke
2026-05-01T15:16:27.818555,2050,2862,1083,327,388,1166,Smoke
2026-05-01T15:16:29.804213,2068,2758,1017,378,451,1178,Smoke
2026-05-01T15:16:32.003309,2100,2863,1056,331,385,1200,Smoke
2026-05-01T15:16:33.860204,2054,2773,1018,399,451,1173,Smoke
2026-05-01T15:16:35.946005,2098,2856,1013,327,385,1226,Smoke
2026-05-01T15:16:37.855807,2071,2780,1045,401,429,1178,Smoke
2026-05-01T15:16:39.827233,2156,2864,1018,329,384,1257,Smoke
2026-05-01T15:16:41.812812,2077,2793,1076,402,401,1183,Smoke
2026-05-01T15:16:43.816454,2164,2853,1027,332,403,1262,Smoke
2026-05-01T15:16:45.813549,2080,2797,1102,401,387,1183,Smoke
2026-05-01T15:16:47.976559,2166,2829,1022,329,391,1261,Smoke
2026-05-01T15:16:49.815407,2070,2827,1104,381,389,1182,Smoke
2026-05-01T15:16:51.870966,2169,2802,1025,335,447,1261,Smoke
2026-05-01T15:16:53.916383,2081,2853,1102,358,386,1181,Smoke
2026-05-01T15:16:55.910413,2130,2794,1021,344,459,1229,Smoke
2026-05-01T15:16:58.011881,2075,2879,1098,336,382,1176,Smoke
2026-05-01T15:16:59.818448,2108,2797,1020,374,454,1206,Smoke
2026-05-01T15:17:01.948233,2100,2886,1086,331,384,1184,Smoke
2026-05-01T15:17:03.808209,2077,2794,1023,395,457,1185,Smoke
2026-05-01T15:17:05.829754,2127,2889,1053,335,384,1221,Smoke
2026-05-01T15:17:07.844313,2075,2792,1046,402,441,1181,Smoke
2026-05-01T15:17:09.993218,2151,2890,1031,330,388,1242,Smoke
2026-05-01T15:17:11.811064,2079,2799,1067,399,422,1181,Smoke
2026-05-01T15:17:13.809041,2165,2880,1028,336,397,1256,Smoke
2026-05-01T15:17:15.974730,2081,2811,1092,402,403,1174,Smoke
2026-05-01T15:17:17.827068,2165,2847,1029,332,418,1259,Smoke
2026-05-01T15:17:19.821051,2088,2812,1102,392,391,1177,Smoke
2026-05-01T15:17:21.923235,2168,2817,1042,336,438,1259,Smoke
2026-05-01T15:17:23.919733,2088,2837,1109,374,386,1188,Smoke
2026-05-01T15:17:25.967170,2162,2809,1043,339,460,1258,Smoke
2026-05-01T15:17:28.118119,2095,2877,1110,351,392,1174,Smoke
2026-05-01T15:17:29.805948,2138,2812,1038,360,457,1229,Smoke
2026-05-01T15:17:31.931311,2101,2914,1103,339,390,1188,Smoke
2026-05-01T15:17:33.902670,2104,2810,1037,380,456,1207,Smoke
2026-05-01T15:17:36.002211,2118,2906,1071,335,390,1207,Smoke
2026-05-01T15:17:37.812322,2091,2810,1020,373,459,1176,Smoke
2026-05-01T15:17:40.097353,2144,2893,1045,333,390,1226,Smoke
2026-05-01T15:17:41.808478,2090,2807,1053,400,437,1178,Smoke
2026-05-01T15:17:43.823470,2171,2912,1040,336,389,1255,Smoke
2026-05-01T15:17:45.935593,2098,2822,1084,401,415,1184,Smoke
2026-05-01T15:17:48.086483,2184,2896,1031,334,406,1266,Smoke
2026-05-01T15:17:49.861978,2108,2837,1109,405,391,1195,Smoke
2026-05-01T15:17:51.919807,2200,2911,1059,338,426,1280,Smoke
2026-05-01T15:17:53.807509,2115,2878,1131,390,391,1206,Smoke
2026-05-01T15:17:55.968272,2190,2838,1044,335,450,1276,Smoke
2026-05-01T15:17:57.800974,2101,2879,1116,357,391,1196,Smoke
2026-05-01T15:17:59.803068,2153,2808,1038,340,461,1260,Smoke
2026-05-01T15:18:01.839934,2113,2922,1114,339,389,1193,Smoke
2026-05-01T15:18:03.813599,2137,2824,1034,364,456,1232,Smoke
2026-05-01T15:18:06.106237,2123,2939,1114,341,397,1210,Smoke
2026-05-01T15:18:07.847044,2121,2841,1051,338,407,1220,Smoke
2026-05-01T15:18:09.930413,2152,2932,1082,339,395,1228,Smoke
2026-05-01T15:18:11.803126,2123,2848,1065,410,454,1206,Smoke
2026-05-01T15:18:13.846293,2192,2955,1081,341,398,1268,Smoke
2026-05-01T15:18:15.805345,2126,2847,1082,409,430,1205,Smoke
2026-05-01T15:18:17.810816,2193,2915,1038,339,390,1278,Smoke
2026-05-01T15:18:19.803267,2119,2847,1110,406,404,1209,Smoke
2026-05-01T15:18:21.989033,2121,2897,1056,337,411,1283,Smoke
2026-05-01T15:18:23.798289,2109,2830,1116,405,390,1202,Smoke
2026-05-01T15:18:25.918222,2191,2839,1055,332,435,1246,Smoke
2026-05-01T15:18:27.804179,2115,2874,1133,385,383,1173,Smoke
2026-05-01T15:18:29.803937,2187,2837,1050,337,451,1256,Smoke
2026-05-01T15:18:31.803254,2115,2902,1134,357,392,1174,Smoke
2026-05-01T15:18:33.868611,2175,2851,1054,356,455,1227,Smoke
2026-05-01T15:18:35.811144,2116,2944,1134,331,388,1171,Smoke
2026-05-01T15:18:37.982823,2153,2836,1055,336,394,1177,Smoke
2026-05-01T15:18:39.843374,2154,2948,1120,341,398,1192,Smoke
2026-05-01T15:18:41.841524,2135,2868,1071,400,462,1194,Smoke
2026-05-01T15:18:43.939221,2174,2950,1087,338,394,1214,Smoke
2026-05-01T15:18:45.848804,2123,2862,1075,413,449,1181,Smoke
2026-05-01T15:18:47.821904,2206,2953,1068,333,390,1241,Smoke
2026-05-01T15:18:49.932768,2125,2854,1097,408,425,1172,Smoke
2026-05-01T15:18:51.853868,2213,2931,1064,344,406,1256,Smoke
2026-05-01T15:18:53.824933,2118,2852,1120,413,402,1176,Smoke
2026-05-01T15:18:55.917935,2207,2893,1069,345,427,1258,Smoke
2026-05-01T15:18:57.802361,2129,2881,1139,394,393,1180,Smoke
2026-05-01T15:18:59.823370,2213,2872,1059,342,447,1256,Smoke
2026-05-01T15:19:01.835613,2139,2917,1142,380,397,1180,Smoke
2026-05-01T15:19:03.908733,2197,2864,1072,349,465,1243,Smoke
2026-05-01T15:19:05.837723,2137,2937,1143,354,395,1183,Smoke
2026-05-01T15:19:07.958462,2180,2863,1071,369,462,1232,Smoke
2026-05-01T15:19:09.952415,2151,2974,1135,345,390,1186,Smoke
2026-05-01T15:19:11.869933,2164,2875,1077,391,462,1202,Smoke
2026-05-01T15:19:13.812397,2178,2971,1121,342,392,1212,Smoke
2026-05-01T15:19:15.982311,2154,2877,1082,417,462,1194,Smoke
2026-05-01T15:19:17.849572,2211,2979,1101,340,387,1240,Smoke
